dof_pos_left_calf
-1.8672635555267334
-1.8575294017791748
-1.8377444744110107
-1.808613657951355
-1.7686078548431396
-1.7144490480422974
-1.6476266384124756
-1.8822200298309326
-2.124488592147827
-1.7688058614730835
-1.7308882474899292
-1.7005138397216797
-1.6685471534729004
-1.6386997699737549
-1.6116520166397095
-1.5838712453842163
-1.5542984008789062
-1.5234026908874512
-1.4917062520980835
-1.4571645259857178
-1.4185247421264648
-1.3773080110549927
-1.353710651397705
-1.5707416534423828
-2.155449628829956
-1.6439664363861084
-1.4707508087158203
-1.5267364978790283
-1.5863770246505737
-1.6375432014465332
-1.6781214475631714
-1.707352876663208
-1.7248928546905518
-1.73077392578125
-1.7248237133026123
-1.7035396099090576
-1.922189712524414
-2.3702847957611084
-1.9602690935134888
-2.0026135444641113
-2.0161097049713135
-2.01945161819458
-2.0166072845458984
-2.006749391555786
-1.9870977401733398
-1.9523528814315796
-1.903784990310669
-1.8413887023925781
-1.8260862827301025
-2.1266708374023438
-2.0194449424743652
-1.8329496383666992
-1.8261290788650513
-1.8240801095962524
-1.8253118991851807
-1.8298028707504272
-1.836753010749817
-1.845022201538086
-1.8531277179718018
-1.859819769859314
-1.8640795946121216
-1.8630924224853516
-1.8510290384292603
-1.8209563493728638
-1.7705951929092407
-1.7001937627792358
-1.9443256855010986
-2.1609745025634766
-1.8093903064727783
-1.7798043489456177
-1.7601702213287354
-1.7406628131866455
-1.7213085889816284
-1.7035897970199585
-1.6868493556976318
-1.6695784330368042
-1.6501721143722534
-1.6272680759429932
-1.599439024925232
-1.5648314952850342
-1.5210784673690796
-1.466873288154602
-1.405517339706421
-1.3522415161132812
-1.4903221130371094
-2.0796732902526855
-1.7821160554885864
-1.7147676944732666
-1.709441900253296
-1.7076815366744995
-1.702546238899231
-1.6959813833236694
-1.6837422847747803
-1.6616671085357666
-1.6288577318191528
-1.5917291641235352
-1.58806312084198
-1.6742745637893677
-2.072723627090454
-1.8416523933410645
-1.883832335472107
-1.916149377822876
-1.9301003217697144
-1.9215714931488037
-1.8877793550491333
