dof_vel_left_calf
-5.199297904968262
-4.956187725067139
-4.6530914306640625
-4.445291996002197
-4.302679538726807
-4.0031046867370605
-3.6143200397491455
-3.402174234390259
-3.2250070571899414
-2.827867031097412
-1.9822258949279785
-0.7048681974411011
0.8661531805992126
-0.34271013736724854
-20.301815032958984
-0.8869814276695251
-7.051109313964844
-8.45416259765625
-6.779581546783447
-6.996616363525391
-6.748373508453369
-6.335931301116943
-5.9342756271362305
-5.598315238952637
-5.270367622375488
-4.962906360626221
-4.475733757019043
-3.5943493843078613
-2.131927967071533
-0.23323923349380493
1.1640981435775757
-18.740644454956055
0.08607515692710876
-11.75799560546875
-5.527238368988037
-5.697381019592285
-5.878451347351074
-5.588109970092773
-5.33182954788208
-4.953141212463379
-4.698600769042969
-4.543269157409668
-4.44267463684082
-4.047160625457764
-3.1175448894500732
-1.7273973226547241
-0.06956562399864197
-1.6948944330215454
-21.270099639892578
7.106368541717529
-11.835002899169922
-4.001868724822998
-4.951883316040039
-5.483782768249512
-5.570550441741943
-5.524984359741211
-5.295520782470703
-5.031427383422852
-4.6964006423950195
-4.412206649780273
-3.701951742172241
-2.4525208473205566
-0.7103018164634705
1.6893328428268433
-19.813257217407227
-0.3396323025226593
-15.812397003173828
-6.2397613525390625
-6.01674747467041
-5.863633155822754
-5.376553535461426
-4.909961700439453
-4.407519340515137
-4.064584732055664
-3.820443630218506
-3.4923133850097656
-3.034991979598999
-2.1413259506225586
-0.8090924620628357
0.8486982583999634
-3.4247424602508545
-20.490413665771484
12.831138610839844
-10.328088760375977
-0.8193377256393433
-1.9457663297653198
-3.3325772285461426
-3.6663269996643066
-4.097257614135742
-3.9399776458740234
-3.574826717376709
-3.235577344894409
-2.960151195526123
-2.4027013778686523
-1.5734680891036987
-0.5780218839645386
0.321003258228302
-25.0794677734375
0.6966888904571533
-15.430625915527344
-4.2780561447143555
-3.8421075344085693
-1.1137261390686035
-1.1331374645233154
-1.0388160943984985
-1.205106258392334
-2.0098891258239746
0.8395058512687683
-0.1975729763507843
-0.613162100315094
-11.930678367614746
-4.394392013549805
1.2209513187408447
5.400068759918213
5.2066497802734375
-7.48555850982666
-7.0301947593688965
-6.112293243408203
-5.679746627807617
-5.494164943695068
-5.141106605529785
-4.9644775390625
-5.243271827697754
-3.8933634757995605
0.23141860961914062
-0.6245031356811523
-3.400160789489746
-4.030118465423584
-3.0064327716827393
-4.727695465087891
-3.954667568206787
-4.126320838928223
-3.8384618759155273
-3.5949833393096924
-3.321983814239502
-2.6977462768554688
-1.9346139430999756
-1.2714455127716064
-0.1582632064819336
1.4366157054901123
-0.06362024694681168
-9.587377548217773
-4.519654750823975
-3.5521318912506104
-1.5213912725448608
0.16102641820907593
1.622507095336914
2.300499200820923
1.237723708152771
-5.478903770446777
-16.113250732421875
14.127455711364746
9.238152503967285
-13.956379890441895
-7.850368976593018
-7.74774694442749
-7.50161600112915
-7.129934310913086
-6.471800804138184
-5.577059268951416
-3.679182529449463
0.9110402464866638
-14.846467971801758
-1.2734119892120361
-19.6136531829834
-9.308895111083984
-7.770472049713135
-6.918458938598633
-5.817379474639893
-5.036637306213379
-4.102907180786133
-3.283660411834717
-2.9321327209472656
-2.7916810512542725
-2.7161223888397217
-2.33229923248291
-1.3326761722564697
0.9232147932052612
-1.0004956722259521
-12.791190147399902
-1.969443440437317
-8.429487228393555
-6.014203071594238
-5.339280605316162
-5.025182723999023
-4.459096431732178
-3.9895291328430176
-3.559568405151367
-3.29055118560791
-2.9024698734283447
-2.7284746170043945
-2.3446531295776367
-1.6644923686981201
-0.562215268611908
0.7757356762886047
2.971853017807007
-6.952707290649414
-17.12489891052246
18.45447540283203
-12.371797561645508
-0.8646305203437805
-2.1118690967559814
-3.358354091644287
-3.8519012928009033
-4.092833518981934
-4.035195350646973
-3.726917266845703
-3.4778051376342773
-3.2445716857910156
-2.810631513595581
-2.1141223907470703
-1.04921555519104
0.1000489667057991
-3.5050430297851562
-18.748323440551758
-5.713202476501465
-7.378715515136719
-4.536420822143555
-4.149596214294434
-3.130582809448242
-1.4224720001220703
2.8140246868133545
-2.873161792755127
-21.095447540283203
4.891969203948975
14.389028549194336
-17.291568756103516
-7.9874773025512695
-7.644541263580322
-7.548313140869141
-7.206305027008057
-6.616713523864746
-6.585753440856934
-5.63511848449707
-4.381903648376465
-2.8736159801483154
1.1565920114517212
-7.756446361541748
-7.14595365524292
-10.844474792480469
-8.003141403198242
-5.203291893005371
-4.5248613357543945
-4.055653095245361
-3.9696691036224365
-4.111251354217529
-4.003200531005859
-3.801501750946045
-3.7455334663391113
-3.7506699562072754
-3.568018913269043
-3.099473476409912
-2.158735513687134
-0.7247653007507324
2.9574010372161865
-3.1469013690948486
-23.965219497680664
15.900153160095215
-9.950244903564453
-1.1005017757415771
-3.890148639678955
-4.821869850158691
-5.205699920654297
-5.481411933898926
-5.219794273376465
-4.792890548706055
-4.403525352478027
-3.9683361053466797
-3.2449159622192383
-2.206688165664673
-0.9219567775726318
1.5560661554336548
-10.62482738494873
-12.38670539855957
-14.3907470703125
-8.481210708618164
-5.646877288818359
-5.0572509765625
-3.9900784492492676
-3.06813907623291
-2.355769157409668
-1.6066062450408936
-1.2206451892852783
-1.2931512594223022
-1.5364158153533936
-1.1604925394058228
-0.14647358655929565
1.3168551921844482
3.537243366241455
-7.836795330047607
-22.402002334594727
-7.494305610656738
-9.223237991333008
-5.493216514587402
-6.247137069702148
-5.142030715942383
-4.007939338684082
-2.9194588661193848
-1.973352313041687
-1.2319903373718262
-0.6776446104049683
-2.615488290786743
-8.078710556030273
-12.219430923461914
-13.877595901489258
-11.702564239501953
-8.30582046508789
-5.495419502258301
-4.31260871887207
-3.8552751541137695
-3.201658248901367
-2.278391122817993
-0.9373474717140198
-0.7881513833999634
-0.22927357256412506
-4.660991191864014
-0.5729391574859619
3.8997135162353516
4.856029033660889
-7.898077011108398
-5.948796272277832
-5.167299747467041
-4.3255791664123535
-4.071146488189697
-4.407144069671631
-4.134145259857178
-3.5175223350524902
-2.5955650806427
-1.8723804950714111
-1.5259950160980225
-1.5907368659973145
-1.7035973072052002
-1.5364537239074707
-0.808927059173584
2.091207504272461
-3.066455364227295
-7.700392723083496
-4.4571943283081055
-3.428433656692505
-3.1091206073760986
-2.745558738708496
-2.8627147674560547
-3.272298574447632
-3.7872166633605957
-4.123071193695068
-4.181668281555176
-3.995968818664551
-3.7562732696533203
-3.23976469039917
-2.496640682220459
-1.4930660724639893
0.01242634654045105
-1.416218876838684
-14.801856994628906
0.10349619388580322
-9.245098114013672
-5.384923934936523
-5.200322151184082
-5.264928340911865
-5.123047828674316
-4.800285339355469
-4.18972110748291
-3.455014228820801
-2.6946287155151367
-1.903154730796814
-0.9637963771820068
0.10351371765136719
1.1944355964660645
2.91980242729187
-10.238152503967285
-12.769769668579102
13.96389389038086
-9.953330993652344
-1.6967893838882446
-3.707611560821533
-4.542330741882324
-4.912996768951416
-4.952969074249268
-4.5276618003845215
-3.9188718795776367
-3.1955957412719727
-2.539308786392212
-1.633631944656372
-0.5185215473175049
0.6658238172531128
2.9541866779327393
-16.447797775268555
-11.237974166870117
-7.236058235168457
-9.596199035644531
-7.2825164794921875
-7.55015754699707
-6.849423408508301
-6.018945217132568
-5.031887054443359
-4.055665969848633
-3.231158494949341
-2.4252448081970215
-1.4793362617492676
-0.26765090227127075
