0,1,2,3
0.0,0.0,240.77518,0.0
0.0,0.0,189.50243,0.0
0.0,0.0,115.92433,0.0
0.0,0.0,96.54672,0.0
0.0,0.0,80.1434,0.0
0.0,0.0,63.125866,0.0
0.0,0.0,55.39105,0.0
0.0,0.0,60.780865,0.0
0.0,0.0,63.28643,0.0
0.0,0.0,71.286545,0.0
0.0,0.0,91.79543,0.0
0.0,0.0,108.49944,0.0
0.0,0.0,114.274345,0.0
0.0,0.0,100.32475,46.72386
0.0,0.0,14.0793085,115.27363
0.0,0.0,0.0,206.70895
0.0,0.0,0.0,105.6813
0.0,0.0,0.0,0.0
0.0,0.0,234.55443,0.0
0.0,0.0,112.74736,0.0
0.0,0.0,109.77985,0.0
0.0,0.0,115.99611,0.0
0.0,0.0,105.5417,0.0
0.0,0.0,105.54068,0.0
0.0,0.0,89.25138,0.0
0.0,0.0,71.95881,0.0
0.0,0.0,32.118584,0.0
0.0,0.0,59.774155,0.0
0.0,0.0,64.506935,0.0
0.0,0.0,60.724754,135.27802
0.0,0.0,0.0,112.02333
0.0,0.0,0.0,83.349174
0.0,0.0,226.77824,0.0
0.0,0.0,142.91693,0.0
0.0,0.0,126.12987,0.0
0.0,0.0,101.09366,0.0
0.0,0.0,87.50658,0.0
0.0,0.0,51.51428,0.0
0.0,0.0,0.0,198.63408
0.0,0.0,0.0,49.998253
0.0,0.0,0.0,0.0
0.0,0.0,137.5936,0.0
0.0,0.0,96.520874,0.0
0.0,0.0,90.52801,0.0
0.0,0.0,100.629486,0.0
0.0,0.0,106.39508,0.0
0.0,0.0,113.29441,0.0
0.0,0.0,110.92179,0.0
0.0,0.0,98.51218,0.0
0.0,0.0,87.13351,41.067513
0.0,0.0,0.0,141.577
0.0,0.0,0.0,207.33575
0.0,0.0,0.0,0.0
0.0,0.0,139.81032,0.0
0.0,0.0,197.91396,0.0
0.0,0.0,158.43849,0.0
0.0,0.0,159.32967,0.0
0.0,0.0,153.62845,0.0
0.0,0.0,131.54935,98.68822
0.0,0.0,144.24835,0.0
0.0,0.0,141.36365,0.0
0.0,0.0,141.43008,0.0
0.0,0.0,140.96149,0.0
0.0,0.0,124.18925,0.0
0.0,0.0,88.37644,50.514614
0.0,0.0,10.458285,145.36424
0.0,0.0,0.0,107.190384
0.0,0.0,246.8153,0.0
0.0,0.0,109.255775,0.0
0.0,0.0,82.70799,0.0
0.0,0.0,58.210205,0.0
0.0,0.0,38.410835,0.0
0.0,0.0,13.471532,0.0
0.0,0.0,20.461817,0.0
0.0,0.0,31.983253,0.0
0.0,0.0,41.802315,0.0
0.0,0.0,14.497772,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,180.44194
0.0,0.0,0.0,111.11492
0.0,0.0,0.0,0.0
0.0,0.0,375.01352,0.0
0.0,0.0,205.57768,0.0
0.0,0.0,202.45784,0.0
0.0,0.0,192.62425,0.0
0.0,0.0,175.93262,0.0
0.0,0.0,168.57912,0.0
0.0,0.0,161.5815,0.0
0.0,0.0,155.57971,0.0
0.0,0.0,147.33203,0.0
0.0,0.0,138.85541,47.655605
0.0,0.0,29.68037,181.217
0.0,0.0,0.0,245.74893
0.0,0.0,0.0,11.465613
0.0,0.0,247.94264,0.0
0.0,0.0,212.49313,0.0
0.0,0.0,122.54895,0.0
0.0,0.0,84.784134,0.0
0.0,0.0,62.751835,0.0
0.0,0.0,59.26166,21.261944
0.0,0.0,61.32931,29.860634
0.0,0.0,58.222164,27.024818
0.0,0.0,0.5516702,6.8641
0.0,0.0,13.305442,0.0
0.0,0.0,30.844719,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,250.45764
0.0,0.0,0.0,335.56915
0.0,0.0,0.0,229.76329
0.0,0.0,0.0,21.48668
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,95.46192,0.0
0.0,0.0,118.83689,0.0
0.0,0.0,119.450584,0.0
0.0,0.0,92.91107,0.0
0.0,0.0,43.367046,25.497398
0.0,0.0,0.0,219.22742
0.0,0.0,0.0,189.2986
0.0,0.0,0.0,158.8514
0.0,0.0,0.0,142.55066
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,134.30089
0.0,0.0,0.0,140.74982
0.0,0.0,0.0,0.0
0.0,0.0,256.53552,0.0
0.0,0.0,141.03528,0.0
0.0,0.0,130.66615,0.0
0.0,0.0,133.13939,0.0
0.0,0.0,127.99945,70.62948
0.0,0.0,117.53161,37.29943
0.0,0.0,119.12105,37.411385
0.0,0.0,125.142136,38.845135
0.0,0.0,111.99436,56.55532
0.0,0.0,0.0,129.02333
0.0,0.0,0.0,137.21887
0.0,0.0,286.00217,0.0
0.0,0.0,91.244484,0.0
0.0,0.0,48.023155,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,189.39844
0.0,0.0,0.0,198.67924
0.0,0.0,0.0,0.0
0.0,0.0,273.08185,0.0
0.0,0.0,142.39043,0.0
0.0,0.0,122.69716,0.0
0.0,0.0,98.03768,0.0
0.0,0.0,28.771574,124.07447
0.0,0.0,27.390343,89.60568
0.0,0.0,0.0,183.58418
0.0,0.0,0.0,157.54602
0.0,0.0,310.15915,0.0
0.0,0.0,185.81903,0.0
0.0,0.0,143.98628,0.0
0.0,0.0,141.85608,0.0
0.0,0.0,101.04377,63.24553
0.0,0.0,116.059456,15.538086
0.0,0.0,114.9925,14.162209
0.0,0.0,86.970634,18.03696
0.0,0.0,69.31759,29.944157
0.0,0.0,7.701345,61.397697
0.0,0.0,0.0,96.67171
0.0,0.0,0.0,108.21122
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,177.98192,0.0
0.0,0.0,93.177444,0.0
0.0,0.0,127.24535,0.0
0.0,0.0,126.37785,0.0
0.0,0.0,127.42597,0.0
0.0,0.0,129.82289,0.0
0.0,0.0,133.59538,0.0
0.0,0.0,125.81166,0.0
0.0,0.0,110.54832,0.0
0.0,0.0,85.10504,0.0
0.0,0.0,16.170643,0.0
0.0,0.0,0.0,239.50137
0.0,0.0,0.0,96.66451
0.0,0.0,0.0,0.0
0.0,0.0,252.9041,0.0
0.0,0.0,64.59303,0.0
0.0,0.0,110.50652,0.0
0.0,0.0,114.0341,0.0
0.0,0.0,115.23785,0.0
0.0,0.0,114.17512,0.0
0.0,0.0,82.39003,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,282.06055
0.0,0.0,0.0,124.41626
0.0,0.0,0.0,0.0
0.0,0.0,284.99097,0.0
0.0,0.0,112.27487,0.0
0.0,0.0,125.20082,0.0
0.0,0.0,119.43451,0.0
0.0,0.0,99.55658,0.0
0.0,0.0,65.18673,0.0
0.0,0.0,45.19195,0.0
0.0,0.0,59.62889,0.0
0.0,0.0,65.83925,120.14091
0.0,0.0,0.0,204.59683
0.0,0.0,0.0,235.37895
0.0,0.0,0.0,0.0
0.0,0.0,276.03668,0.0
0.0,0.0,132.47629,0.0
0.0,0.0,144.88718,0.0
0.0,0.0,137.73332,0.0
0.0,0.0,132.73329,0.0
0.0,0.0,80.720566,0.0
0.0,0.0,57.174023,0.0
0.0,0.0,20.114063,105.41539
0.0,0.0,0.0,225.44843
0.0,0.0,0.0,171.5374
0.0,0.0,107.34931,0.0
0.0,0.0,154.6965,0.0
0.0,0.0,94.44707,0.0
0.0,0.0,86.371,0.0
0.0,0.0,80.252945,0.0
0.0,0.0,77.11638,0.0
0.0,0.0,75.13573,0.0
0.0,0.0,70.23601,0.0
0.0,0.0,71.71405,0.0
0.0,0.0,78.44685,90.41514
0.0,0.0,27.129988,95.65677
0.0,0.0,0.0,170.22205
0.0,0.0,0.0,144.44954
0.0,0.0,0.0,0.0
0.0,0.0,220.24799,0.0
0.0,0.0,141.38455,0.0
0.0,0.0,136.22374,0.0
0.0,0.0,153.06941,0.0
0.0,0.0,150.6966,0.0
0.0,0.0,150.78833,0.0
0.0,0.0,139.02156,0.0
0.0,0.0,84.87349,18.426819
0.0,0.0,0.0,108.10957
0.0,0.0,0.0,166.1579
0.0,0.0,0.0,0.0
0.0,0.0,298.2671,0.0
0.0,0.0,148.73363,0.0
0.0,0.0,108.887566,28.624462
0.0,0.0,79.920525,53.069603
0.0,0.0,99.383095,21.729517
