dof_pos_right_calf
-1.7337994575500488
-1.7706674337387085
-1.8104885816574097
-1.8370712995529175
-1.8396188020706177
-1.810418963432312
-1.7414788007736206
-1.6117781400680542
-1.5758143663406372
-1.525834083557129
-1.7868953943252563
-1.8106732368469238
-1.8094148635864258
-1.7451685667037964
-1.6985340118408203
-1.671790361404419
-1.656355619430542
-1.6520180702209473
-1.6464967727661133
-1.6163557767868042
-1.5169979333877563
-1.4627602100372314
-1.5169792175292969
-1.7800872325897217
-1.141148567199707
-1.7145466804504395
-2.087697982788086
-2.010709524154663
-2.013861894607544
-1.8806066513061523
-1.7556326389312744
-1.8028484582901
-1.8244163990020752
-1.8367756605148315
-1.8486573696136475
-1.8607183694839478
-1.8795956373214722
-1.9036451578140259
-1.931294322013855
-1.9552596807479858
-1.960655689239502
-1.9466674327850342
-1.9562183618545532
-2.0403695106506348
-1.9532551765441895
-1.9283355474472046
-1.9156744480133057
-1.9043331146240234
-1.8895760774612427
-1.871329665184021
-1.8534533977508545
-1.8355768918991089
-1.8008992671966553
-1.7533612251281738
-1.9842071533203125
-1.9304293394088745
-1.7945524454116821
-1.698137640953064
-1.7032630443572998
-1.729099154472351
-1.7586846351623535
-1.7846434116363525
-1.8022594451904297
-1.812596082687378
-1.8214360475540161
-1.8307671546936035
-1.8316367864608765
-1.8166182041168213
-1.769555687904358
-1.70432448387146
-1.929176926612854
-1.868765115737915
-1.8061145544052124
-1.718375563621521
-1.6689201593399048
-1.6447563171386719
-1.6363554000854492
-1.6411688327789307
-1.6534415483474731
-1.6721986532211304
-1.695767879486084
-1.7140096426010132
-1.718009352684021
-1.703505039215088
-1.707741141319275
-1.711214303970337
-1.6868840456008911
-1.6407169103622437
-1.9038785696029663
-1.9659289121627808
-1.9345312118530273
-1.901907205581665
-1.8627985715866089
-1.8139935731887817
-1.7624542713165283
-1.709431529045105
-1.6410322189331055
-1.526976227760315
-1.4486234188079834
-1.491865634918213
-1.5541150569915771
-1.5970007181167603
-1.6284071207046509
-1.773342251777649
-1.841017723083496
-1.7396953105926514
-1.549770712852478
-1.648891806602478
-1.7241944074630737
-1.7673077583312988
-1.939221739768982
-2.146042823791504
-2.1929473876953125
-2.1534202098846436
-2.0949764251708984
-2.0758519172668457
-2.0648601055145264
-2.0106301307678223
-1.9037493467330933
-1.7588752508163452
-1.6168287992477417
-1.4776008129119873
-1.3545923233032227
-1.432246208190918
-1.4908970594406128
-1.522152304649353
-1.5700130462646484
-1.6572740077972412
-1.7371206283569336
-1.805728554725647
-1.8594443798065186
-1.8806235790252686
-1.8753033876419067
-1.9923996925354004
-2.0720043182373047
-1.9940764904022217
-1.9049248695373535
-1.8383477926254272
-1.7818933725357056
-1.7261124849319458
-1.69473135471344
-1.685798168182373
-1.7273883819580078
-1.9830949306488037
-1.9819060564041138
-1.9367713928222656
-1.9188846349716187
-1.9248480796813965
-1.9439117908477783
-1.9710488319396973
-2.0021424293518066
-2.031446933746338
-2.0504448413848877
-2.053997039794922
-2.030444383621216
-1.9646422863006592
-1.821598768234253
-1.6034938097000122
-1.5733506679534912
-1.661094069480896
-1.793359398841858
-1.797178864479065
-1.7894827127456665
-1.8016799688339233
-1.8289515972137451
-1.8600794076919556
-1.8835554122924805
-1.8895361423492432
