0,1,2,3
0.0,0.0,123.77525,0.0
0.0,0.0,121.53341,0.0
0.0,0.0,122.13003,0.0
0.0,0.0,124.04999,0.0
0.0,0.0,131.91382,0.0
0.0,0.0,136.07683,0.0
0.0,0.0,123.54808,0.0
0.0,0.0,75.20549,0.0
0.0,0.0,23.540937,243.27591
0.0,0.0,0.0,201.95393
0.0,0.0,0.0,0.0
0.0,0.0,262.9805,0.0
0.0,0.0,57.637024,0.0
0.0,0.0,82.26888,0.0
0.0,0.0,94.118904,0.0
0.0,0.0,91.30017,0.0
0.0,0.0,92.93266,0.0
0.0,0.0,92.83726,0.0
0.0,0.0,80.60444,0.0
0.0,0.0,40.034866,0.0
0.0,0.0,44.848957,0.0
0.0,0.0,0.0,170.44754
0.0,0.0,0.0,190.66992
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,75.00442,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,101.76563,0.0
0.0,0.0,107.24621,57.96808
0.0,0.0,119.58958,147.31781
0.0,0.0,100.139046,112.2677
0.0,0.0,134.99983,49.576458
0.0,0.0,119.96916,39.890167
0.0,0.0,97.39735,50.216095
0.0,0.0,72.79155,59.192646
0.0,0.0,55.210716,67.870125
0.0,0.0,54.987137,74.185356
0.0,0.0,29.960594,96.530304
0.0,0.0,0.0,180.50987
0.0,0.0,0.0,216.31168
0.0,0.0,0.0,0.0
0.0,0.0,281.1932,0.0
0.0,0.0,127.86907,0.0
0.0,0.0,98.94339,63.430405
0.0,0.0,94.07429,39.046375
0.0,0.0,75.91751,39.167942
0.0,0.0,61.21186,39.362
0.0,0.0,54.710567,44.186012
0.0,0.0,46.288296,63.295723
0.0,0.0,6.1715055,102.7379
0.0,0.0,0.0,197.34413
0.0,0.0,0.0,151.43785
0.0,0.0,0.0,0.0
0.0,0.0,178.01492,0.0
0.0,0.0,79.93596,0.0
0.0,0.0,106.62876,0.0
0.0,0.0,95.8342,45.52693
0.0,0.0,101.204025,38.45035
0.0,0.0,96.19294,40.890865
0.0,0.0,93.859726,37.0735
0.0,0.0,98.256065,22.950768
0.0,0.0,107.59462,25.81448
0.0,0.0,119.13802,54.490124
0.0,0.0,124.95806,52.194756
0.0,0.0,117.75521,66.22251
0.0,0.0,82.808174,96.12469
0.0,0.0,0.0,188.96416
0.0,0.0,0.0,196.52132
0.0,0.0,0.0,0.0
0.0,0.0,239.87724,0.0
0.0,0.0,57.155872,0.0
0.0,0.0,64.96507,0.0
0.0,0.0,73.11621,0.0
0.0,0.0,78.134,0.0
0.0,0.0,86.59214,0.0
0.0,0.0,96.155754,0.0
0.0,0.0,106.111336,0.0
0.0,0.0,111.39475,0.0
0.0,0.0,112.895645,0.0
0.0,0.0,116.40084,0.0
0.0,0.0,120.7415,0.0
0.0,0.0,121.53996,0.0
0.0,0.0,109.53342,73.84044
0.0,0.0,18.498001,107.55685
0.0,0.0,0.0,223.17326
0.0,0.0,0.0,187.83153
0.0,0.0,266.05057,0.0
0.0,0.0,137.66519,0.0
0.0,0.0,136.79976,0.0
0.0,0.0,136.53606,0.0
0.0,0.0,123.64879,0.0
0.0,0.0,111.6976,0.0
0.0,0.0,100.30484,0.0
0.0,0.0,74.43274,0.0
0.0,0.0,30.005146,0.0
0.0,0.0,22.481907,0.0
0.0,0.0,0.0,147.7902
0.0,0.0,0.0,138.0091
0.0,0.0,0.0,0.0
0.0,0.0,234.71465,0.0
0.0,0.0,123.70913,0.0
0.0,0.0,151.31017,0.0
0.0,0.0,129.46042,0.0
0.0,0.0,59.273655,0.0
0.0,0.0,32.043495,0.0
0.0,0.0,33.55179,284.7447
0.0,0.0,0.0,378.00787
0.0,0.0,0.0,219.17433
0.0,0.0,0.0,0.0
0.0,0.0,178.65257,0.0
0.0,0.0,173.09322,0.0
0.0,0.0,132.77983,0.0
0.0,0.0,125.93013,0.0
0.0,0.0,107.70861,0.0
0.0,0.0,88.99933,0.0
0.0,0.0,48.141064,0.0
0.0,0.0,16.425331,0.0
0.0,0.0,6.7852683,0.0
0.0,0.0,13.376061,0.0
0.0,0.0,33.77748,0.0
0.0,0.0,47.702106,0.0
0.0,0.0,32.026413,271.40997
0.0,0.0,0.0,286.89395
0.0,0.0,0.0,112.36193
0.0,0.0,0.0,21.09675
0.0,0.0,0.0,0.0
0.0,0.0,0.0,54.03781
0.0,0.0,117.28295,75.19951
0.0,0.0,128.84178,112.367836
0.0,0.0,33.65909,216.86911
0.0,0.0,0.0,228.42963
0.0,0.0,127.76066,0.0
0.0,0.0,254.7512,0.0
0.0,0.0,184.19576,0.0
